gameId,team,summoner,region,champion,timestamp,coordinate_x,coordinate_y,level,minionsKilled,jungleMinionsKilled,currentGold,goldPerSecond,totalGold,xp,abilityPower,armor,armorPen,armorPenPercent,attackDamage,attackSpeed,ccReduction,health,healthMax,healthRegen,lifesteal,magicPen,magicPenPercent,magicResist,movementSpeed,omnivamp,power,powerMax,powerRegen,spellVamp,magicDamageDone,magicDamageDoneToChampions,magicDamageTaken,physicalDamageDone,physicalDamageDoneToChampions,physicalDamageTaken,totalDamageDone,totalDamageDoneToChampions,totalDamageTaken,trueDamageDone,trueDamageDoneToChampions,trueDamageTaken,victory,eventType,skillSlot,buildingType,lane,monster,itemName,role
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,9.825583333333332,7587.0,7309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Assist,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,11.0039,1792.0,9383.0,9.0,10.0,79.0,909.0,0.0,5229.0,5257.0,138.0,58.0,0.0,0.0,67.0,114.0,0.0,1332.0,1401.0,20.0,0.0,18.0,0.0,38.0,380.0,0.0,497.0,975.0,58.0,0.0,57825.0,5634.0,2195.0,3045.0,103.0,6636.0,75276.0,6054.0,8992.0,14405.0,316.0,160.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,10.521,4662.0,10003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Elite Monster Kill,,,,RIFTHERALD,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,10.595483333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SkillLevelUp,1.0,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,12.004283333333332,10089.0,5400.0,9.0,10.0,87.0,312.0,0.0,5602.0,5895.0,149.0,58.0,0.0,0.0,67.0,114.0,6.0,1124.0,1401.0,20.0,0.0,18.0,0.0,38.0,380.0,0.0,751.0,1275.0,107.0,0.0,66037.0,7109.0,2566.0,3349.0,103.0,7233.0,85328.0,7529.0,9959.0,15941.0,316.0,160.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,11.20165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Item purchased,,,,,Liandry's Anguish,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,11.713716666666668,8164.0,6508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Assist,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,11.985383333333331,10305.0,4798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Elite Monster Kill,,,,CHEMTECH_DRAGON,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,13.0044,12423.0,6194.0,10.0,11.0,95.0,34.0,0.0,6224.0,6447.0,174.0,63.0,0.0,0.0,71.0,116.0,6.0,0.0,1511.0,21.0,0.0,18.0,0.0,40.0,380.0,0.0,340.0,1306.0,159.0,0.0,76830.0,8989.0,2989.0,3526.0,103.0,8631.0,97107.0,9576.0,11964.0,16751.0,483.0,343.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,12.30135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SkillLevelUp,3.0,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,12.790116666666666,12423.0,6194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Death,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,12.91575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Item purchased,,,,,Fiendish Codex,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,14.00475,6274.0,9035.0,10.0,11.0,107.0,471.0,0.0,6661.0,7069.0,174.0,63.0,0.0,0.0,71.0,116.0,6.0,1500.0,1511.0,112.0,0.0,18.0,0.0,40.0,380.0,0.0,764.0,1306.0,107.0,0.0,89711.0,8989.0,2989.0,3597.0,103.0,9090.0,112352.0,9576.0,12424.0,19043.0,483.0,343.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,15.005083333333332,7582.0,1258.0,11.0,14.0,107.0,937.0,0.0,7137.0,7309.0,190.0,68.0,0.0,0.0,74.0,118.0,6.0,1597.0,1625.0,22.0,0.0,18.0,0.0,41.0,380.0,0.0,856.0,1339.0,30.0,0.0,93613.0,10012.0,2989.0,3602.0,103.0,9133.0,116369.0,10599.0,12467.0,19153.0,483.0,343.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,14.340166666666669,11699.0,4580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Assist,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,14.956966666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SkillLevelUp,4.0,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,16.00555,9669.0,5492.0,11.0,14.0,107.0,1705.0,0.0,7905.0,7748.0,210.0,68.0,0.0,0.0,74.0,118.0,6.0,187.0,1625.0,22.0,0.0,18.0,0.0,41.0,380.0,0.0,893.0,1339.0,92.0,0.0,99169.0,15155.0,4077.0,3602.0,103.0,10462.0,122088.0,15906.0,15068.0,19316.0,646.0,528.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,15.586066666666667,6141.0,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Assist,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,17.00585,1518.0,8825.0,12.0,17.0,119.0,2244.0,0.0,8443.0,8880.0,214.0,73.0,0.0,0.0,77.0,120.0,6.0,762.0,1742.0,23.0,0.0,18.0,0.0,42.0,266.0,0.0,521.0,1372.0,78.0,0.0,116595.0,16016.0,4447.0,3677.0,103.0,10857.0,141143.0,16828.0,15833.0,20870.0,708.0,528.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,16.760766666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SkillLevelUp,3.0,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,16.9907,1503.0,8654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Assist,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,18.006166666666665,9246.0,2533.0,12.0,18.0,123.0,291.0,0.0,8671.0,9146.0,259.0,118.0,0.0,0.0,77.0,120.0,6.0,1582.0,1742.0,23.0,0.0,18.0,0.0,42.0,266.0,0.0,1372.0,1372.0,218.0,0.0,121523.0,16016.0,4657.0,3680.0,103.0,10957.0,146608.0,16828.0,16174.0,21404.0,708.0,559.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,17.206983333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Item purchased,,,,,Zhonya's Hourglass,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,17.2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Item purchased,,,,,Control Ward,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,17.739566666666665,4520.0,10086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Elite Monster Kill,,,,RIFTHERALD,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,19.0063,9684.0,11703.0,12.0,18.0,124.0,91.0,0.0,8906.0,9422.0,263.0,118.0,0.0,0.0,77.0,120.0,6.0,1742.0,1742.0,23.0,0.0,18.0,0.0,42.0,380.0,0.0,1326.0,1372.0,78.0,0.0,126259.0,18805.0,4755.0,3680.0,103.0,12657.0,152710.0,20210.0,18346.0,22771.0,1301.0,933.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,18.09375,10098.0,2331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Death,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,18.1266,10458.0,2964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Assist,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,18.28495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Item purchased,,,,,Amplifying Tome,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,20.00655,4003.0,6119.0,13.0,20.0,140.0,1093.0,0.0,9908.0,10971.0,271.0,123.0,0.0,0.0,81.0,123.0,6.0,1864.0,1864.0,25.0,0.0,18.0,0.0,44.0,380.0,0.0,1166.0,1406.0,313.0,0.0,148211.0,20371.0,5424.0,3925.0,103.0,13520.0,177224.0,21924.0,19957.0,25088.0,1449.0,1012.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,19.3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SkillLevelUp,3.0,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,21.006933333333333,12062.0,6669.0,14.0,22.0,148.0,420.0,0.0,10490.0,12070.0,351.0,128.0,0.0,0.0,97.0,125.0,6.0,1989.0,1989.0,384.0,0.0,18.0,0.0,45.0,380.0,0.0,1196.0,1441.0,263.0,0.0,158825.0,20371.0,5521.0,4133.0,103.0,13820.0,190640.0,21924.0,20354.0,27682.0,1449.0,1012.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,20.430116666666667,5007.0,10471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Elite Monster Kill,,,,BARON_NASHOR,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,20.474666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SkillLevelUp,2.0,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,20.560916666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Item purchased,,,,,Needlessly Large Rod,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,22.007383333333333,8023.0,1506.0,15.0,32.0,156.0,1307.0,0.0,11381.0,13115.0,351.0,134.0,0.0,0.0,101.0,127.0,6.0,718.0,2119.0,27.0,0.0,18.0,0.0,47.0,266.0,0.0,964.0,1478.0,102.0,0.0,171392.0,20471.0,6014.0,4233.0,103.0,14978.0,203938.0,22024.0,22004.0,28312.0,1449.0,1012.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,21.64783333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SkillLevelUp,2.0,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,21.896966666666668,6919.0,1483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Building Kill,,TOWER_BUILDING,BOT_LANE,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,23.007683333333333,7291.0,1265.0,15.0,32.0,156.0,585.0,0.0,11974.0,13640.0,347.0,134.0,0.0,0.0,89.0,127.0,6.0,0.0,2319.0,27.0,0.0,18.0,0.0,47.0,380.0,0.0,396.0,1478.0,37.0,0.0,179984.0,26089.0,7046.0,4233.0,103.0,15850.0,212858.0,27971.0,24068.0,28641.0,1778.0,1172.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,22.03978333333333,8292.0,1535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Assist,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,22.207933333333333,8043.0,2044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Assist,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,22.2418,7291.0,1265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Death,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,23.00403333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Item purchased,,,,,Shadowflame,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,24.00798333333333,7828.0,2335.0,15.0,32.0,176.0,647.0,0.0,12472.0,14638.0,367.0,145.0,0.0,0.0,89.0,127.0,6.0,1818.0,2319.0,27.0,0.0,18.0,0.0,51.0,380.0,0.0,994.0,1478.0,371.0,0.0,201308.0,27124.0,7765.0,4411.0,103.0,16647.0,238300.0,29048.0,25624.0,32580.0,1820.0,1211.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,23.064316666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Item purchased,,,,,Amplifying Tome,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,23.67465,10327.0,4637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Elite Monster Kill,,,,EARTH_DRAGON,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,25.008133333333333,6321.0,2487.0,16.0,36.0,176.0,908.0,0.0,12733.0,14740.0,347.0,151.0,0.0,0.0,93.0,130.0,6.0,0.0,2452.0,28.0,0.0,18.0,0.0,52.0,380.0,0.0,251.0,1515.0,217.0,0.0,212966.0,33867.0,9439.0,4411.0,103.0,18180.0,250422.0,36175.0,29064.0,33044.0,2204.0,1444.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,24.38338333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SkillLevelUp,4.0,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,24.7239,6321.0,2487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Death,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,26.00863333333333,6030.0,9423.0,16.0,36.0,176.0,86.0,0.0,12856.0,14740.0,387.0,151.0,0.0,0.0,93.0,130.0,6.0,2452.0,2452.0,28.0,0.0,18.0,0.0,52.0,380.0,0.0,1468.0,1515.0,46.0,0.0,214389.0,33867.0,9439.0,4411.0,103.0,18180.0,252143.0,36175.0,29064.0,33343.0,2204.0,1444.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,25.498366666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Item purchased,,,,,Needlessly Large Rod,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,27.009016666666668,12337.0,11450.0,16.0,36.0,184.0,653.0,0.0,13423.0,15880.0,420.0,151.0,0.0,0.0,113.0,130.0,6.0,2452.0,2452.0,28.0,0.0,18.0,0.0,52.0,441.0,0.0,1178.0,1515.0,39.0,0.0,222407.0,33867.0,9643.0,4707.0,103.0,18442.0,262776.0,36175.0,29531.0,35661.0,2204.0,1444.0,True,,,,,,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,26.64675,5007.0,10471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Elite Monster Kill,,,,BARON_NASHOR,,JUNGLE
EUW1_6391611617,Red,anonymous 24,euw1,Karthus,28.0093,5922.0,5044.0,16.0,36.0,191.0,930.0,0.0,13700.0,16365.0,420.0,151.0,0.0,0.0,113.0,130.0,6.0,2452.0,2452.0,28.0,0.0,18.0,0.0,52.0,380.0,0.0,984.0,1515.0,39.0,0.0,233112.0,33867.0,9840.0,4709.0,103.0,18666.0,274920.0,36175.0,29992.0,37097.0,2204.0,1485.0,True,,,,,,,JUNGLE
